,index,счетчик
508,евроkaninchenzauberei,1
509,nase,1
510,jahren,22
511,евроописание,8
512,смешарик,10
513,усачев,3
514,абвгдейк,1
515,саакянц,1
516,евролюбимый,1
517,ежикаплюс,1
518,елкалюбимый,1
519,лосяшаазбук,1
520,смешариковлюбить,1
521,барашапроект,1
522,соответственнофильм,1
523,драконебукварик,1
524,dvdновое,1
525,проданоновый,1
526,ульева,1
527,малоёжка,1
528,тракторнеобыкновенный,1
529,рауд,1
530,полботинок,2
531,накситраллея,1
532,высокимчеловек,1
533,белоснежок,2
534,ссузов,1
535,каллан,2
536,дженять,3
537,евроisbn,1
538,leserabe,1
539,pimpinella,1
540,meerprinzessin,1
541,delfin,2
542,евроdvd,1
543,produktinformation,1
544,begleitet,1
545,mädchen,5
546,reitunterricht,1
547,reiterhof,1
548,инострац,4
549,гуглёж,8
550,зулейх,2
551,бормор,1
552,нетфликс,6
553,update,68
554,полставка,18
555,крапивина,1
556,_,32
557,isbn,4
558,pehov,1
559,чевенгурлучш,1
560,былоточный,1
561,booklooker,1
562,рутрекер,2
563,улицкай,20
564,гушль,1
565,выдастedited,1
566,улицковать,3
567,навырост,1
568,фиксик,1
569,ютуба,16
570,читарик,1
571,еврокорнилов,1
572,лосяша,2
573,суперчитарик,2
574,еврощукин,1
575,тописание,1
576,простодурсен,2
577,arbeitsblätter,1
578,ausdrucken,1
579,кмк,20
580,drache,2
581,турецк,2
582,lesen,3
583,silben,2
584,садикнуть,1
585,lotse,1
586,клейнгартнер,1
587,сарайк,2
588,инвертарь,1
589,тирхайма,8
590,оснабрюки,14
591,бездомышей,2
592,зашкаливать,4
593,оснабрюк,10
594,пэйполый,1
595,мимотут,1
596,пейпеть,9
597,paypal,139
598,wegmann,1
599,josef,2
600,степстоун,3
601,мнд,2
602,ndr,11
603,anabin,17
604,уч,3
605,анабин,19
606,соотвественный,18
607,госаккредитация,1
608,аусбилдунг,6
609,менятъ,2
610,загран,341
611,фамиля,2
612,менявопрос,1
613,bescheinigung,22
614,namensänderung,8
615,eheschließung,5
616,eheurkunde,1
617,familienbuch,8
618,легализационный,1
619,арostille,1
620,правдачтол,1
621,тупитьспасибо,1
622,regierungsbezirk,2
623,oberbayern,7
624,предзаверить,1
625,ребенкино,2
626,regierung,7
627,personalausweis,22
628,штрасса,11
629,фб,30
630,personenstandsurkunden,1
631,meldebescheinigungen,2
632,regierungspräsidenten,1
633,präsident,1
634,verwaltungsbezirks,1
635,bezirksregierung,9
636,пейпасть,23
637,nrw,183
638,гмбха,19
639,электромобильность,1
640,лобиистый,1
641,itшник,1
642,npodgaynyy,1
643,eny,1
644,mobility,2
645,deзаранее,1
646,русскоговорить,144
647,steuerberater,41
648,steuererklärung,30
649,kleinverdiener,1
650,mehrwertsteuerpflichtig,1
651,umsatzsteuer,19
652,ertragssteuerrelevant,1
653,lohnsteuer,9
654,scheinselbständig,1
655,zuständige,2
656,kammer,5
657,погуголь,13
658,kleinunternehmer,18
659,ust,11
660,umsätze,3
661,finanzamt,72
662,angestellte,3
663,lohnstuer,1
664,sozialversicherung,6
665,dach,1
666,холивар,11
667,фейспалма,2
668,полилингвальна,1
669,уни,501
670,дочие,1
671,собсон,3
672,велкома,5
673,риторически,2
674,сепир,1
675,мучаять,3
676,надрывания,1
677,кумона,1
678,диппредставительство,3
679,деревенско,1
680,шовинисьический,1
681,рассейский,2
682,эллинизировать,1
683,финый,1
684,словянизировать,1
685,знавец,1
686,могилянский,1
687,одновый,3
688,чернобольский,1
689,нащ,1
690,жизненноважный,2
691,фанантизм,1
692,пубертета,1
693,рельность,2
694,вытесниться,2
695,контропродуктивно,1
696,анальфабет,1
697,руссит,1
698,попереписываться,3
699,расчитайка,1
700,коллекторский,6
701,axactor,1
702,шенген,368
703,скассировать,6
704,mahnbescheid,7
705,пофига,86
706,рраз,4
707,стейтмент,1
708,бббанка,1
709,манунг,64
710,wohnanmeldung,1
711,разводиловочтоба,1
712,дороготема,1
713,словамиа,1
714,пошлинунесколько,1
715,платитьбешеный,1
716,бабкипросто,1
717,отвечайтеничий,1
718,подписывайтевас,1
719,adac,92
720,виголов,1
721,тоький,2
722,шенгеновский,1
723,довереность,10
724,праксися,25
725,нероссия,2
726,понавыдуманокакий,1
727,привествоваться,4
728,щастие,11
729,видеостриминг,1
730,маннунг,2
731,яваскрипт,1
732,торента,1
733,нетаковый,1
734,comофициальный,1
735,kartina,4
736,озвучка,14
737,эссный,31
738,карсруэ,4
739,шенберг,1
740,непродувать,1
741,постдок,31
742,kindergeld,35
743,киндергельд,24
744,диссера,29
745,rückwirkend,4
746,wohngeld,11
747,familienbüro,3
748,kinderzuschlag,1
749,вонгельд,6
750,вонамт,2
751,jobcenter,12
752,unterhaltsvorschuß,2
753,alleinerziehend,2
754,postdoc,4
755,абх,472
756,постссоветский,1
757,врятлить,3
758,дайбог,1
759,трёхколёсный,1
760,вемь,1
761,двухколёсный,1
762,meinestadt,12
763,magdeburg,7
764,hadnwerker,1
765,magdeburger,1
766,generalanzeiger,1
767,hausrat,3
768,sachversicherung,1
769,мелкоремонтный,1
770,fahrzeuge,2
771,трехколёсный,1
772,клинуть,1
773,baukindergeld,1
774,электронку,1
775,wiso,18
776,steuerоно,1
777,anlage,4
778,leibliche,1
779,mutter,5
780,stiefkind,1
781,steuerfreibetrag,3
782,lohnsteuerkompakt,1
783,фрайбетрага,2
784,übernehmen,3
785,визо,2
786,smartsteuer,1
787,олдскульный,2
788,оченъ,3
789,дорогоedited,1
790,ватсап,1
791,sicherheitsdatenblatt,1
792,тнвэда,1
793,mietzeitdas,1
794,mietverhältnis,4
795,beginnt,3
796,nur,64
797,verträge,2
798,unbestimmter,1
799,dauer,21
800,läuft,2
801,unbestimmte,3
802,zeit,33
803,митфертрага,25
804,митер,11
805,кундигунг,18
806,фристый,6
807,dritten,16
808,werktag,2
809,ersten,8
810,monats,6
811,kündigungsfrist,16
812,zugehen,1
813,емайла,24
814,bgb,65
815,зарание,11
816,elster,18
817,эксматрикуляция,13
818,унизакрыть,1
819,счетарасторгнуть,1
820,бюргерамт,89
821,абмельдунгсдать,1
822,рентенферзихерунг,2
823,willkommen,10
824,schweiz,10
825,перевестить,2
826,flixbus,1
827,кемница,2
828,швайца,4
829,krankenkasse,46
830,обломный,1
831,пмж,535
832,лунопарк,2
833,шлюxами,1
834,aufenthaltstitel,142
835,niedelassungserlaubnis,1
836,докумена,4
837,einspruch,7
838,пож,13
839,trierkoblenzmainzвдоль,1
840,фахферк,1
841,trir,1
842,допетрил,1
843,дегстация,1
844,рекоммендовать,12
845,bernkasel,1
846,kues,1
847,рюдерсхайм,2
848,райнгузский,1
849,айсвайн,6
850,райнгау,3
851,везтипереть,1
852,неюзать,2
853,налогкак,1
854,засчитаться,4
855,бератер,21
856,платитьтакий,1
857,zoll,25
858,знач,5
859,параноиести,1
860,eu,128
861,carnet,2
862,euный,1
863,деньподасказать,1
864,абмельдовать,5
865,веркштудент,8
866,врод,1
867,истоия,2
868,подпуг,1
869,дакундигунг,1
870,пробецайт,10
871,werkstudent,9
872,freiwillige,16
873,работуработодатель,1
874,pkh,4
875,antrag,41
876,вопросамстудент,1
877,кейсомести,1
878,staatsanwaltschaft,5
879,arbeitsgericht,7
880,пробэцайт,5
881,кк,55
882,arbeitsgerichtбесплатный,1
883,бесплатенплюс,1
884,арбайтсгерихта,1
885,рабoчие,1
886,самовывоз,42
887,baldrian,3
888,таблеткипомогаетedited,1
889,bach,1
890,blütenmischung,1
891,bild,22
892,аок,148
893,дрогерий,4
894,дрогерийный,1
895,dm,56
896,mg,3
897,ноотроп,1
898,gaba,1
899,мелатонина,8
900,lasea,1
901,hoggar,1
902,безрецептурный,2
903,дободрствуться,1
904,устаканиваться,2
905,бидицин,3
906,дeтский,1
907,вилмерсдорф,3
908,нерусскоязычный,2
909,рождественско,2
910,фиксикаха,1
911,стучалочка,1
912,фиксиковы,2
913,heidelberg,24
914,недешевый,44
915,hockenheim,1
916,verein,24
917,jülich,1
918,baesweiler,1
919,аахен,62
920,postbank,29
921,онн,2
922,дойчебанк,10
923,ингдиб,1
924,интерента,3
925,дойчебанка,7
926,референс,3
927,комдирект,4
928,коммерцбанк,19
929,dkb,48
930,ингдигб,1
931,шпаркасса,70
932,дибоя,1
933,постбанк,15
934,sparkasse,50
935,postbankid,1
936,commerzbank,22
937,volksbank,10
938,ing,12
939,diba,13
940,коммиссия,5
941,norisbank,5
942,deutschebank,1
943,шпардабанк,1
944,pappinstrasse,1
945,кауциона,88
946,таргобанк,2
947,музыкалка,5
948,santaler,1
949,банкинг,36
950,гутшайн,70
951,kreditbankть,1
952,обслучивание,1
953,ec,53
954,плалита,1
955,яшик,1
956,нигогда,1
957,prepaid,50
958,kreditkarte,8
959,деньискать,1
960,срокзаранее,1
961,european,3
962,territorial,1
963,хильдесхайм,10
964,брауншвейг,5
965,вольфсбург,7
966,hauptbahnhof,31
967,wg,195
968,gesucht,40
969,suche,12
970,immobilienscout,42
971,wunstorfer,1
972,stadtanzeiger,2
973,hannoverscher,1
974,stadt,16
975,wohnung,31
976,suchen,9
977,mieten,3
978,непригород,1
979,wunstorf,1
980,garbsen,1
981,neustadt,7
982,nienburg,1
983,hagenburg,1
984,nenndorf,1
985,peine,1
986,celle,5
987,langenhagen,1
988,studentenwerk,29
989,оформлоять,1
990,говножуй,1
991,тэффи,3
992,посольтво,3
993,haagдобрый,1
994,etsy,8
995,besonderer,2
996,weihnachtsmarkt,4
997,dawanda,6
998,некара,4
999,разбирание,3
1000,instagram,2
1001,финансамт,65
1002,вунсторф,1
1003,способнысоветский,1
1004,gemeinde,7
1005,возможноесть,1
1006,сегнать,2
1007,vereidigter,4
1008,немнцкома,1
1009,det,3
1010,gamle,3
1011,radhus,1
1012,ribe,1
1013,гамля,1
1014,радхус,1
1015,немецкомп,1
1016,росий,20
1017,беларуск,2
1018,rådhus,2
1019,irina,2
1020,zimmermannhugo,1
1021,junkers,1
1022,str,52
1023,nürnbergтеть,1
1024,irinazimmermann,1
1025,deirina,1
1026,zimmermann,2
1027,online,82
1028,deвебстраница,1
1029,рб,30
1030,bahn,235
1031,db,112
1032,сииуации,1
1033,einsprüche,1
1034,stgb,19
1035,bundeseigen,1
1036,bundeseigene,1
1037,unternehmen,10
1038,госконтора,3
1039,дойчебановец,1
1040,напризнаваться,1
1041,дойчебать,4
1042,эиома,1
1043,regioplus,1
1044,шонефельд,5
1045,taxi,2
1046,дойчебаном,1
1047,мирационный,1
1048,ausländerrechtedited,1
1049,anna_bz,1
1050,резидентство,8
1051,нетвид,1
1052,фриланс,47
1053,соответсвенный,41
1054,иновойс,1
1055,недвиг,3
1056,защитываета,2
1057,aufenthg,51
1058,satz,12
1059,erteilung,13
1060,niederlassungserlaubnis,71
1061,erforderlichen,3
1062,zeiten,7
1063,besitzes,1
1064,werden,105
1065,folgende,10
1066,angerechnet,2
1067,rechtmäßigen,3
1068,aufenthalts,12
1069,zweck,9
1070,studiums,8
1071,berufsausbildung,6
1072,bundesgebiet,13
1073,hälfte,2
1074,unbefristetes,3
1075,aufenthaltsrecht,4
1076,zeitpunkt,7
1077,einbürgerung,8
1078,тэг,44
1079,winsen,1
1080,luhe,1
1081,koenig,1
1082,tours,2
1083,beibehaltungserlaubnis,1
1084,соотвествовать,9
1085,stag,11
1086,einbürgerungszusicherung,17
1087,паспариа,1
1088,огражданивание,1
1089,дримлайна,2
1090,саламатин,1
1091,симокнуть,7
1092,опрератор,1
1093,забугорье,1
1094,инф,376
1095,salamatin,1
1096,alditalkкупить,1
1097,aldi,79
1098,alditalk,3
1099,karte,47
1100,регилася,1
1101,tkg,5
1102,симкарта,3
1103,lycamobile,8
1104,мальск,5
1105,овский,7
1106,припейд,18
1107,наскидка,1
1108,прослушок,2
1109,этлть,1
1110,umts,26
1111,lte,1
1112,gsm,13
1113,netz,6
1114,telekom,40
1115,telefónica,1
1116,учаться,7
1117,ночно,2
1118,преподователь,7
1119,територий,11
1120,фх,36
1121,возрост,3
1122,вк,7
1123,аггрегатор,2
1124,scyscanner,1
1125,конкуррент,1
1126,строжатый,1
1127,мск,131
1128,ратхаус,58
1129,русконсулат,1
1130,отгражланство,1
1131,консультсва,2
1132,старшть,1
1133,взраста,1
1134,зказать,1
1135,iherb,15
1136,термoс,1
1137,пучкомвота,1
1138,хoчить,1
1139,айхерб,8
1140,гoнять,1
1141,евроспасибоups,1
1142,вобщий,130
1143,фик,18
1144,безпошлинный,3
1145,dpd,34
1146,мелатонин,1
1147,betäubungsmittelgesetz,1
1148,трехграммовый,1
1149,алиэкспресс,3
1150,таможенница,3
1151,еврра,1
1152,meldeamt,7
1153,adacшный,2
1154,rathaus,27
1155,нагуглиться,10
1156,оберстдорф,1
1157,маннхайме,32
1158,tulup,1
1159,wartungsarbeiten,2
1160,офп,1
1161,будесвера,1
1162,травматичность,1
1163,haftpflichtversicherung,29
1164,фев,2
1165,ausfalldeckung,1
1166,auslandsschutz,1
1167,kommt,13
1168,schaden,8
1169,ausland,26
1170,huk,35
1171,упоротость,1
1172,проблемый,2
1173,рукожопость,1
1174,glasbruchversicherung,2
1175,машинть,1
1176,аквастопа,2
1177,gothaer,2
1178,hpv,2
1179,finanztest,5
1180,sehr,50
1181,gut,30
1182,basler,2
1183,versicherung,17
1184,ambiente,1
1185,автоправо,2
1186,обобщенно,1
1187,скрапальбом,1
1188,крафткартон,1
1189,скраповый,1
1190,максиписьмо,1
1191,офтоп,5
1192,даванда,2
1193,вность,1
1194,сюережения,1
1195,финанцамт,87
1196,girokonto,16
1197,налогонеплательщик,1
1198,пересрали,1
1199,зачвлять,1
1200,приобретиний,1
1201,америкосий,1
1202,богопротивень,1
1203,емнип,41
1204,напряжнея,1
1205,bürgerbüro,22
1206,проапостилировать,3
1207,оптимировать,1
1208,росфиннадзор,2
1209,кидаловый,28
1210,полуыилось,1
1211,arbeits,1
1212,ausländerrecht,8
1213,пасольство,4
1214,unterschriftsbeglaubigung,1
1215,verkehrsamt,7
1216,duisburg,12
1217,mitte,24
1218,anmelden,5
1219,abmelden,7
1220,koenigs,1
1221,мфц,5
1222,турвиза,27
1223,фирмусмотреть,1
1224,кёнигстура,1
1225,турваучер,2
1226,кенигс,1
1227,гостинница,11
1228,ыирма,1
1229,мфс,1
1230,сомнительнобумага,1
1231,аременить,1
1232,иначепогуглить,1
1233,анмельдовать,5
1234,придераться,2
1235,анмельдоваться,8
1236,mittelalter,2
1237,rheinland,16
1238,pädagogisches,1
1239,zentrum,7
1240,pfalz,17
1241,pz,1
1242,informationen,3
1243,larisika,1
1244,europas,3
1245,nach,148
1246,bestand,2
1247,können,58
1248,weiterhin,2
1249,printexemplare,1
1250,gegen,50
1251,schutzgebühr,1
1252,zzgl,3
1253,versandkosten,6
1254,beim,30
1255,pl,4
1256,bestellt,2
1257,bestellung,3
1258,rlp,2
1259,сообщникиа,1
1260,языкегде,1
1261,немецкома,1
1262,künstlerkrankenkasse,2
1263,selbständige,21
1264,künstler,4
1265,стразовка,4
1266,künstlersozialkasse,7
1267,tk,42
1268,кранкенкасса,76
1269,ksk,7
1270,еврo,1
1271,pflegeversicherung,10
1272,понятнок,1
1273,кунстлерсоциалкасса,2
1274,versicherungpflicht,1
1275,caveat,1
1276,госстраховка,30
1277,гуть,69
1278,прошраммирование,1
1279,framework,1
1280,jee,1
1281,uml,1
1282,амриша,1
1283,javabeans,2
1284,relational,1
1285,databases,1
1286,sperko,1
1287,sql,4
1288,hibernate,2
1289,bill,1
1290,enterprise,3
1291,монсон,1
1292,хейфёла,1
1293,ajax,2
1294,закас,1
1295,hürth,5
1296,тельавив,1
1297,кёлен,222
1298,хюрт,15
1299,однаналегкес,1
1300,рюкзакомпростоипрогуляьиться,1
1301,rb,13
1302,schönertagticket,1
1303,хауптбанхоф,6
1304,köln,36
1305,hbf,62
1306,bonn,42
1307,brühl,2
1308,klettenberg,1
1309,hermülheim,1
1310,хермюльхайм,1
1311,городаноточка,1
1312,hürthн,1
1313,пальцетыканьявкарта,1
1314,gertrudenhof,1
1315,хюртправило,1
1316,плздать,1
1317,пошкурить,2
1318,лакомвопрос,1
1319,опытвариант,1
1320,икея,71
1321,купитьпоказать,1
1322,наebay,1
1323,tischlerei,2
1324,понятнопро,1
1325,осилимспасибо,1
1326,malwerkstatt,1
1327,погуглила,33
1328,напримерedited,1
1329,свать,3
1330,schule,13
1331,нащзываться,1
1332,виртальный,1
1333,еu,4
1334,инфориация,1
1335,вижение,1
1336,einzelunternehmen,2
1337,выручкиполагать,1
1338,планя,1
1339,меняedited,1
1340,инфрмация,1
1341,проблемыд,1
1342,бсвязь,1
1343,freiberufler,30
1344,aufbaustudium,6
1345,meisterschüler,1
1346,халлевый,1
1347,фрилансомгода,1
1348,freiberufliche,10
1349,tätigkeit,33
1350,расчитываться,17
1351,получитсявообще,1
1352,киноспасибо,1
1353,artedioт,1
1354,ug,5
1355,hochschule,44
1356,fachhochschule,45
1357,штуттгарт,151
1358,xing,21
1359,linkedin,8
1360,gbr,3
1361,товариществоести,1
1362,дюссель,97
1363,büchersendung,17
1364,gutschein,19
1365,давный,28
1366,ihnen,42
1367,gewünschten,2
1368,nachweis,17
1369,ihre,56
1370,nichtverheiratung,1
1371,ausstellen,2
1372,daraus,2
1373,auch,56
1374,familienstand,1
1375,entnehmen,4
1376,ehefähigkeitszeugnis,10
1377,einwohnermeldeamt,21
1378,erweiterte,2
1379,aufenthaltsbescheinigung,8
1380,выставлёнок,1
1381,ledigkeitsbescheinigung,3
1382,auszug,23
1383,melderegister,6
1384,elektronsches,1
1385,personalregister,1
1386,просрочиться,6
1387,дуристик,1
1388,bürgeramt,33
1389,предверие,2
1390,отчентность,1
1391,невходящегоза,1
1392,banki,1
1393,неудоьный,1
1394,телефонть,1
1395,зарегиться,11
1396,зарубеж,18
1397,протечекшумность,1
1398,aqvastop,1
1399,траунрыть,1
1400,psпоговорить,1
1401,constructa,1
1402,дадада,2
1403,спасибоооо,2
1404,навороченно,1
1405,miele,3
1406,hausmeister,18
1407,встроёный,4
1408,владельцв,1
1409,ферсандхауз,1
1410,подключка,2
1411,квели,1
1412,некерман,2
1413,ппробовать,2
1414,функциямма,1
1415,квелла,2
1416,никкерманн,1
1417,всязь,2
1418,mindestens,20
1419,acht,6
1420,jahre,27
1421,rechtmäßiger,3
1422,inlandsaufenthalt,1
1423,gewöhnlicher,10
1424,aufenthalt,38
1425,einbürgerungsbehörde,9
1426,blauekarte,1
1427,einbürgerungstest,18
1428,besondere,9
